destination,destination_code,origin,origin_code,Year,value
Melanesia_d,928,Eastern Asia,906,2010,1694
Melanesia_d,928,Eastern Asia,906,2015,1679
Melanesia_d,928,Eastern Asia,906,2020,1695
Melanesia_d,928,South-Eastern Asia,920,1990,12979
Melanesia_d,928,South-Eastern Asia,920,1995,12581
Melanesia_d,928,South-Eastern Asia,920,2000,11738
Melanesia_d,928,South-Eastern Asia,920,2005,15234
Melanesia_d,928,South-Eastern Asia,920,2010,18566
Melanesia_d,928,South-Eastern Asia,920,2015,18075
Melanesia_d,928,South-Eastern Asia,920,2020,18291
Melanesia_d,928,Southern Asia,5501,1990,4462
Melanesia_d,928,Southern Asia,5501,1995,4454
Melanesia_d,928,Southern Asia,5501,2000,4306
Melanesia_d,928,Southern Asia,5501,2005,4329
Melanesia_d,928,Southern Asia,5501,2010,4584
Melanesia_d,928,Southern Asia,5501,2015,4717
Melanesia_d,928,Southern Asia,5501,2020,4820
Melanesia_d,928,Western Asia,922,1990,0
Melanesia_d,928,Western Asia,922,1995,0
Melanesia_d,928,Western Asia,922,2000,0
Melanesia_d,928,Western Asia,922,2005,0
Melanesia_d,928,Western Asia,922,2010,0
Melanesia_d,928,Western Asia,922,2015,0
Melanesia_d,928,Western Asia,922,2020,0
Melanesia_d,928,Eastern Europe,923,1990,41
Melanesia_d,928,Eastern Europe,923,1995,42
Melanesia_d,928,Eastern Europe,923,2000,31
Melanesia_d,928,Eastern Europe,923,2005,31
Melanesia_d,928,Eastern Europe,923,2010,26
Melanesia_d,928,Eastern Europe,923,2015,26
Melanesia_d,928,Eastern Europe,923,2020,25
Melanesia_d,928,Northern Europe,924,1990,3342
Melanesia_d,928,Northern Europe,924,1995,3196
Melanesia_d,928,Northern Europe,924,2000,2434
Melanesia_d,928,Northern Europe,924,2005,2397
Melanesia_d,928,Northern Europe,924,2010,2116
Melanesia_d,928,Northern Europe,924,2015,2151
Melanesia_d,928,Northern Europe,924,2020,2163
Melanesia_d,928,Southern Europe,925,1990,325
Melanesia_d,928,Southern Europe,925,1995,376
Melanesia_d,928,Southern Europe,925,2000,428
Melanesia_d,928,Southern Europe,925,2005,456
Melanesia_d,928,Southern Europe,925,2010,484
Melanesia_d,928,Southern Europe,925,2015,370
Melanesia_d,928,Southern Europe,925,2020,389
Melanesia_d,928,Western Europe,926,1990,19595
Melanesia_d,928,Western Europe,926,1995,22669
Melanesia_d,928,Western Europe,926,2000,25744
Melanesia_d,928,Western Europe,926,2005,31189
Melanesia_d,928,Western Europe,926,2010,36627
Melanesia_d,928,Western Europe,926,2015,44444
Melanesia_d,928,Western Europe,926,2020,47197
Melanesia_d,928,Latin America and the Caribbean,904,1990,0
Melanesia_d,928,Latin America and the Caribbean,904,1995,0
Melanesia_d,928,Latin America and the Caribbean,904,2000,0
Melanesia_d,928,Latin America and the Caribbean,904,2005,0
Melanesia_d,928,Latin America and the Caribbean,904,2010,0
Melanesia_d,928,Latin America and the Caribbean,904,2015,0
Melanesia_d,928,Latin America and the Caribbean,904,2020,0
Melanesia_d,928,Caribbean,915,1990,0
Melanesia_d,928,Caribbean,915,1995,0
Melanesia_d,928,Caribbean,915,2000,0
Melanesia_d,928,Caribbean,915,2005,0
Melanesia_d,928,Caribbean,915,2010,0
Melanesia_d,928,Caribbean,915,2015,0
Melanesia_d,928,Caribbean,915,2020,0
Melanesia_d,928,Central America,916,1990,0
Melanesia_d,928,Central America,916,1995,0
Melanesia_d,928,Central America,916,2000,0
Melanesia_d,928,Central America,916,2005,0
Melanesia_d,928,Central America,916,2010,0
Melanesia_d,928,Central America,916,2015,0
Melanesia_d,928,Central America,916,2020,0
Melanesia_d,928,South America,931,1990,0
Melanesia_d,928,South America,931,1995,0
Melanesia_d,928,South America,931,2000,0
Melanesia_d,928,South America,931,2005,0
Melanesia_d,928,South America,931,2010,0
Melanesia_d,928,South America,931,2015,0
Melanesia_d,928,South America,931,2020,0
Melanesia_d,928,Northern America,905,1990,1603
Melanesia_d,928,Northern America,905,1995,1637
Melanesia_d,928,Northern America,905,2000,1253
Melanesia_d,928,Northern America,905,2005,1202
Melanesia_d,928,Northern America,905,2010,984
Melanesia_d,928,Northern America,905,2015,995
Melanesia_d,928,Northern America,905,2020,996
Melanesia_d,928,Oceania,909,1990,38846
Melanesia_d,928,Oceania,909,1995,40962
Melanesia_d,928,Oceania,909,2000,38158
Melanesia_d,928,Oceania,909,2005,36507
Melanesia_d,928,Oceania,909,2010,33285
Melanesia_d,928,Oceania,909,2015,36364
Melanesia_d,928,Oceania,909,2020,37505
Melanesia_d,928,Melanesia,928,1990,6503
Melanesia_d,928,Melanesia,928,1995,6949
Melanesia_d,928,Melanesia,928,2000,7180
Melanesia_d,928,Melanesia,928,2005,7273
Melanesia_d,928,Melanesia,928,2010,7413
Melanesia_d,928,Melanesia,928,2015,6342
Melanesia_d,928,Melanesia,928,2020,6570
Melanesia_d,928,Micronesia,954,1990,1701
Melanesia_d,928,Micronesia,954,1995,1680
Melanesia_d,928,Micronesia,954,2000,1632
Melanesia_d,928,Micronesia,954,2005,1291
Melanesia_d,928,Micronesia,954,2010,1036
Melanesia_d,928,Micronesia,954,2015,1040
Melanesia_d,928,Micronesia,954,2020,1051
Melanesia_d,928,Polynesia,957,1990,10248
Melanesia_d,928,Polynesia,957,1995,11542
Melanesia_d,928,Polynesia,957,2000,12840
Melanesia_d,928,Polynesia,957,2005,11280
Melanesia_d,928,Polynesia,957,2010,9835
Melanesia_d,928,Polynesia,957,2015,13838
Melanesia_d,928,Polynesia,957,2020,14602
Micronesia_d,954,Australia and New Zealand,927,1990,340
Micronesia_d,954,Australia and New Zealand,927,1995,328
Micronesia_d,954,Australia and New Zealand,927,2000,319
Micronesia_d,954,Australia and New Zealand,927,2005,313
Micronesia_d,954,Australia and New Zealand,927,2010,161
Micronesia_d,954,Australia and New Zealand,927,2015,177
Micronesia_d,954,Australia and New Zealand,927,2020,188
Micronesia_d,954,Eastern Africa,910,1990,0
Micronesia_d,954,Eastern Africa,910,1995,0
Micronesia_d,954,Eastern Africa,910,2000,0
Micronesia_d,954,Eastern Africa,910,2005,0
Micronesia_d,954,Eastern Africa,910,2010,0
Micronesia_d,954,Eastern Africa,910,2015,0
Micronesia_d,954,Eastern Africa,910,2020,0
Micronesia_d,954,Middle Africa,911,1990,0
Micronesia_d,954,Middle Africa,911,1995,0
Micronesia_d,954,Middle Africa,911,2000,0
Micronesia_d,954,Middle Africa,911,2005,0
Micronesia_d,954,Middle Africa,911,2010,0
Micronesia_d,954,Middle Africa,911,2015,0
Micronesia_d,954,Middle Africa,911,2020,0
Micronesia_d,954,Northern Africa,912,1990,0
Micronesia_d,954,Northern Africa,912,1995,0
Micronesia_d,954,Northern Africa,912,2000,0
Micronesia_d,954,Northern Africa,912,2005,0
Micronesia_d,954,Northern Africa,912,2010,0
Micronesia_d,954,Northern Africa,912,2015,0
Micronesia_d,954,Northern Africa,912,2020,0
Micronesia_d,954,Southern Africa,913,1990,0
Micronesia_d,954,Southern Africa,913,1995,0
Micronesia_d,954,Southern Africa,913,2000,0
Micronesia_d,954,Southern Africa,913,2005,0
Micronesia_d,954,Southern Africa,913,2010,0
Micronesia_d,954,Southern Africa,913,2015,0
Micronesia_d,954,Southern Africa,913,2020,0
Micronesia_d,954,Western Africa,914,1990,0
Micronesia_d,954,Western Africa,914,1995,0
Micronesia_d,954,Western Africa,914,2000,0
Micronesia_d,954,Western Africa,914,2005,0
Micronesia_d,954,Western Africa,914,2010,0
Micronesia_d,954,Western Africa,914,2015,0
Micronesia_d,954,Western Africa,914,2020,0
Micronesia_d,954,Central Asia,5500,1990,0
Micronesia_d,954,Central Asia,5500,1995,0
Micronesia_d,954,Central Asia,5500,2000,0
Micronesia_d,954,Central Asia,5500,2005,0
Micronesia_d,954,Central Asia,5500,2010,0
Micronesia_d,954,Central Asia,5500,2015,0
Micronesia_d,954,Central Asia,5500,2020,0
Micronesia_d,954,Eastern Asia,906,1990,14574
Micronesia_d,954,Eastern Asia,906,1995,19948
Micronesia_d,954,Eastern Asia,906,2000,26534
Micronesia_d,954,Eastern Asia,906,2005,21469
Micronesia_d,954,Eastern Asia,906,2010,13293
Micronesia_d,954,Eastern Asia,906,2015,12840
Micronesia_d,954,Eastern Asia,906,2020,13317
Micronesia_d,954,South-Eastern Asia,920,1990,39674
Micronesia_d,954,South-Eastern Asia,920,1995,44942
Micronesia_d,954,South-Eastern Asia,920,2000,50164
Micronesia_d,954,South-Eastern Asia,920,2005,50200
Micronesia_d,954,South-Eastern Asia,920,2010,45629
Micronesia_d,954,South-Eastern Asia,920,2015,44330
Micronesia_d,954,South-Eastern Asia,920,2020,46271
Micronesia_d,954,Southern Asia,5501,1990,590
Micronesia_d,954,Southern Asia,5501,1995,781
Micronesia_d,954,Southern Asia,5501,2000,1022
Micronesia_d,954,Southern Asia,5501,2005,919
Micronesia_d,954,Southern Asia,5501,2010,800
Micronesia_d,954,Southern Asia,5501,2015,906
Micronesia_d,954,Southern Asia,5501,2020,985
Micronesia_d,954,Western Asia,922,1990,0
Micronesia_d,954,Western Asia,922,1995,0
Micronesia_d,954,Western Asia,922,2000,0
Micronesia_d,954,Western Asia,922,2005,0
Micronesia_d,954,Western Asia,922,2010,0
Micronesia_d,954,Western Asia,922,2015,0
Micronesia_d,954,Western Asia,922,2020,0
Micronesia_d,954,Eastern Europe,923,1990,0
Micronesia_d,954,Eastern Europe,923,1995,0
Micronesia_d,954,Eastern Europe,923,2000,0
Micronesia_d,954,Eastern Europe,923,2005,0
Micronesia_d,954,Eastern Europe,923,2010,0
Micronesia_d,954,Eastern Europe,923,2015,0
Micronesia_d,954,Eastern Europe,923,2020,0
Micronesia_d,954,Northern Europe,924,1990,23
Micronesia_d,954,Northern Europe,924,1995,18
Micronesia_d,954,Northern Europe,924,2000,13
Micronesia_d,954,Northern Europe,924,2005,11
Micronesia_d,954,Northern Europe,924,2010,9
Micronesia_d,954,Northern Europe,924,2015,8
Micronesia_d,954,Northern Europe,924,2020,7
Micronesia_d,954,Southern Europe,925,1990,0
Micronesia_d,954,Southern Europe,925,1995,0
Micronesia_d,954,Southern Europe,925,2000,0
Micronesia_d,954,Southern Europe,925,2005,0
Micronesia_d,954,Southern Europe,925,2010,0
Micronesia_d,954,Southern Europe,925,2015,0
Micronesia_d,954,Southern Europe,925,2020,0
Micronesia_d,954,Western Europe,926,1990,0
Micronesia_d,954,Western Europe,926,1995,0
Micronesia_d,954,Western Europe,926,2000,0
Micronesia_d,954,Western Europe,926,2005,0
Micronesia_d,954,Western Europe,926,2010,0
Micronesia_d,954,Western Europe,926,2015,0
Micronesia_d,954,Western Europe,926,2020,0
Micronesia_d,954,Latin America and the Caribbean,904,1990,1117
Micronesia_d,954,Latin America and the Caribbean,904,1995,1327
Micronesia_d,954,Latin America and the Caribbean,904,2000,1606
Micronesia_d,954,Latin America and the Caribbean,904,2005,3473
Micronesia_d,954,Latin America and the Caribbean,904,2010,4933
Micronesia_d,954,Latin America and the Caribbean,904,2015,4861
Micronesia_d,954,Latin America and the Caribbean,904,2020,5094
Micronesia_d,954,Caribbean,915,1990,1117
Micronesia_d,954,Caribbean,915,1995,1327
Micronesia_d,954,Caribbean,915,2000,1606
Micronesia_d,954,Caribbean,915,2005,3473
Micronesia_d,954,Caribbean,915,2010,4933
Micronesia_d,954,Caribbean,915,2015,4861
Micronesia_d,954,Caribbean,915,2020,5094
Micronesia_d,954,Central America,916,1990,0
Micronesia_d,954,Central America,916,1995,0
Micronesia_d,954,Central America,916,2000,0
Micronesia_d,954,Central America,916,2005,0
Micronesia_d,954,Central America,916,2010,0
Micronesia_d,954,Central America,916,2015,0
Micronesia_d,954,Central America,916,2020,0
Micronesia_d,954,South America,931,1990,0
Micronesia_d,954,South America,931,1995,0
Micronesia_d,954,South America,931,2000,0
Micronesia_d,954,South America,931,2005,0
Micronesia_d,954,South America,931,2010,0
Micronesia_d,954,South America,931,2015,0
Micronesia_d,954,South America,931,2020,0
Micronesia_d,954,Northern America,905,1990,30418
Micronesia_d,954,Northern America,905,1995,26576
Micronesia_d,954,Northern America,905,2000,22653
Micronesia_d,954,Northern America,905,2005,22324
Micronesia_d,954,Northern America,905,2010,21661
Micronesia_d,954,Northern America,905,2015,21723
Micronesia_d,954,Northern America,905,2020,22822
Micronesia_d,954,Oceania,909,1990,15470
Micronesia_d,954,Oceania,909,1995,17915
Micronesia_d,954,Oceania,909,2000,20463
Micronesia_d,954,Oceania,909,2005,22513
Micronesia_d,954,Oceania,909,2010,21910
Micronesia_d,954,Oceania,909,2015,21881
Micronesia_d,954,Oceania,909,2020,22996
Micronesia_d,954,Melanesia,928,1990,524
Micronesia_d,954,Melanesia,928,1995,544
Micronesia_d,954,Melanesia,928,2000,563
Micronesia_d,954,Melanesia,928,2005,675
Micronesia_d,954,Melanesia,928,2010,699
Micronesia_d,954,Melanesia,928,2015,770
Micronesia_d,954,Melanesia,928,2020,826
Micronesia_d,954,Micronesia,954,1990,13876
Micronesia_d,954,Micronesia,954,1995,16373
Micronesia_d,954,Micronesia,954,2000,18971
Micronesia_d,954,Micronesia,954,2005,20928
Micronesia_d,954,Micronesia,954,2010,20683
Micronesia_d,954,Micronesia,954,2015,20547
Micronesia_d,954,Micronesia,954,2020,21575
Micronesia_d,954,Polynesia,957,1990,730
Micronesia_d,954,Polynesia,957,1995,670
Micronesia_d,954,Polynesia,957,2000,610
Micronesia_d,954,Polynesia,957,2005,597
Micronesia_d,954,Polynesia,957,2010,367
Micronesia_d,954,Polynesia,957,2015,387
Micronesia_d,954,Polynesia,957,2020,407
Polynesia_d,957,Australia and New Zealand,927,1990,4300
Polynesia_d,957,Australia and New Zealand,927,1995,4876
Polynesia_d,957,Australia and New Zealand,927,2000,5452
Polynesia_d,957,Australia and New Zealand,927,2005,5699
Polynesia_d,957,Australia and New Zealand,927,2010,6025
Polynesia_d,957,Australia and New Zealand,927,2015,5722
Polynesia_d,957,Australia and New Zealand,927,2020,5902
Polynesia_d,957,Eastern Africa,910,1990,35
Polynesia_d,957,Eastern Africa,910,1995,44
Polynesia_d,957,Eastern Africa,910,2000,52
Polynesia_d,957,Eastern Africa,910,2005,58
Polynesia_d,957,Eastern Africa,910,2010,41
Polynesia_d,957,Eastern Africa,910,2015,38
Polynesia_d,957,Eastern Africa,910,2020,27
Polynesia_d,957,Middle Africa,911,1990,0
Polynesia_d,957,Middle Africa,911,1995,0
Polynesia_d,957,Middle Africa,911,2000,0
Polynesia_d,957,Middle Africa,911,2005,0
Polynesia_d,957,Middle Africa,911,2010,0
Polynesia_d,957,Middle Africa,911,2015,0
Polynesia_d,957,Middle Africa,911,2020,0
Polynesia_d,957,Northern Africa,912,1990,605
Polynesia_d,957,Northern Africa,912,1995,664
Polynesia_d,957,Northern Africa,912,2000,710
Polynesia_d,957,Northern Africa,912,2005,743
Polynesia_d,957,Northern Africa,912,2010,717
Polynesia_d,957,Northern Africa,912,2015,681
Polynesia_d,957,Northern Africa,912,2020,681
Polynesia_d,957,Southern Africa,913,1990,0
Polynesia_d,957,Southern Africa,913,1995,0
Polynesia_d,957,Southern Africa,913,2000,0
Polynesia_d,957,Southern Africa,913,2005,0
Polynesia_d,957,Southern Africa,913,2010,0
Polynesia_d,957,Southern Africa,913,2015,0
Polynesia_d,957,Southern Africa,913,2020,0
Polynesia_d,957,Western Africa,914,1990,0
Polynesia_d,957,Western Africa,914,1995,0
Polynesia_d,957,Western Africa,914,2000,0
Polynesia_d,957,Western Africa,914,2005,0
Polynesia_d,957,Western Africa,914,2010,0
Polynesia_d,957,Western Africa,914,2015,0
Polynesia_d,957,Western Africa,914,2020,0
Polynesia_d,957,Central Asia,5500,1990,0
Polynesia_d,957,Central Asia,5500,1995,0
Polynesia_d,957,Central Asia,5500,2000,0
Polynesia_d,957,Central Asia,5500,2005,0
Polynesia_d,957,Central Asia,5500,2010,0
Polynesia_d,957,Central Asia,5500,2015,0
Polynesia_d,957,Central Asia,5500,2020,0
Polynesia_d,957,Eastern Asia,906,1990,1128
Polynesia_d,957,Eastern Asia,906,1995,1304
Polynesia_d,957,Eastern Asia,906,2000,1468
Polynesia_d,957,Eastern Asia,906,2005,1727
Polynesia_d,957,Eastern Asia,906,2010,1909
Polynesia_d,957,Eastern Asia,906,2015,1816
Polynesia_d,957,Eastern Asia,906,2020,1796
Polynesia_d,957,South-Eastern Asia,920,1990,395
Polynesia_d,957,South-Eastern Asia,920,1995,638
Polynesia_d,957,South-Eastern Asia,920,2000,882
Polynesia_d,957,South-Eastern Asia,920,2005,1115
Polynesia_d,957,South-Eastern Asia,920,2010,1347
Polynesia_d,957,South-Eastern Asia,920,2015,1343
Polynesia_d,957,South-Eastern Asia,920,2020,1345
Polynesia_d,957,Southern Asia,5501,1990,175
Polynesia_d,957,Southern Asia,5501,1995,196
Polynesia_d,957,Southern Asia,5501,2000,218
Polynesia_d,957,Southern Asia,5501,2005,248
Polynesia_d,957,Southern Asia,5501,2010,261
